,course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,clean_course_title
683,517466,Day Trading: High ROI Day Trading ,https://www.udemy.com/day-trading-forex/,True,150,17,2,51,Intermediate Level,6.5 hours,2015-07-29T19:08:33Z,Business Finance,Day Trading High ROI Day Trading
684,304422,Flow Management and Forecasting,https://www.udemy.com/cashflow-management-and-forecasting/,True,20,16,2,10,All Levels,1 hour,2014-09-22T04:57:47Z,Business Finance,Flow Management Forecasting
685,177214,An Introduction to Management of Portfolios (MoP),https://www.udemy.com/an-introduction-to-management-of-portfolios-mop/,True,20,117,15,6,Beginner Level,1.5 hours,2014-03-06T09:12:15Z,Business Finance,Introduction Management Portfolios MoP
686,73898,CFA Level I Workshop 1: Ethics and Quantitative Methods,https://www.udemy.com/cfa-workshop-1/,True,20,147,4,5,All Levels,1 hour,2013-08-12T13:21:26Z,Business Finance,CFA Level Workshop 1 Ethics Quantitative Methods
687,671548,Accounting Basics 101 for Understanding Business,https://www.udemy.com/working-capital-formula-secrets-revealed/,True,20,7,2,18,All Levels,1 hour,2016-01-07T17:48:25Z,Business Finance,Accounting Basics 101 Understanding Business
688,504620,Mortgage Acceleration,https://www.udemy.com/mortgage-acceleration/,True,20,247,2,17,All Levels,1.5 hours,2015-08-21T18:36:25Z,Business Finance,Mortgage Acceleration
689,98706,Stock Market for Beginners. Learn to trade,https://www.udemy.com/stock-market-for-dummies-learn-to-trade/,True,35,143,15,42,All Levels,3.5 hours,2013-10-03T17:44:22Z,Business Finance,Stock Market Beginners Learn trade
690,364428,CFA Corporate Finance Level 1 (Part 1),https://www.udemy.com/learn-cost-of-capital-of-business/,True,180,621,1,107,All Levels,14.5 hours,2014-12-06T07:44:46Z,Business Finance,CFA Corporate Finance Level 1 Part 1
691,560472,Trading Tips from Hedge Fund Manager,https://www.udemy.com/trading-tips-from-hedge-fund-manager/,True,50,6,2,32,All Levels,1 hour,2015-07-22T20:56:34Z,Business Finance,Trading Tips Hedge Fund Manager
692,682986,Effective Debt Collection Strategies,https://www.udemy.com/effective-debt-collection/,True,40,5,2,16,Intermediate Level,1.5 hours,2015-11-30T22:38:49Z,Business Finance,Effective Debt Collection Strategies
693,270844,IAS 1-Presentation of Financial Statements ,https://www.udemy.com/ias-1-presentation-of-financial-statements/,False,Free,2674,81,8,All Levels,1 hour,2014-10-03T12:31:06Z,Business Finance,IAS 1Presentation Financial Statements
694,507600,Stock Trading Strategies Using a D.A.R.T.,https://www.udemy.com/stock-trading-strategies-using-a-dart/,True,20,227,3,5,All Levels,1 hour,2015-05-26T17:15:13Z,Business Finance,Stock Trading Strategies DART
695,363078,Capital Structuring Techiques for CA / CFA / CPA Exams,https://www.udemy.com/capital-structuring-decisions/,True,125,4480,12,50,Intermediate Level,7 hours,2014-12-05T09:23:16Z,Business Finance,Capital Structuring Techiques  CFA  CPA Exams
696,933394,The Complete Guide to Forex Trading,https://www.udemy.com/the-complete-guide-to-forex-trading/,True,20,1329,12,33,All Levels,5 hours,2017-02-05T16:14:41Z,Business Finance,Complete Guide Forex Trading
697,1090408,Learn How to Trade Binary Options Professionally,https://www.udemy.com/freebinaryoptions/,False,Free,5144,169,7,All Levels,1 hour,2017-02-03T22:15:55Z,Business Finance,Learn Trade Binary Options Professionally
698,707688,Learn How to Start Small and Make It Big In Small-Cap Stocks,https://www.udemy.com/small-cap-stocks/,True,50,2635,13,29,Beginner Level,2 hours,2016-02-08T16:30:15Z,Business Finance,Learn Start Small Big SmallCap Stocks
699,544176,Trading strategies with common sense technical analysis,https://www.udemy.com/trading-strategies-with-common-sense-technical-analysis/,True,75,1750,71,29,All Levels,3 hours,2015-07-19T17:41:41Z,Business Finance,Trading strategies common sense technical analysis
700,392478,Startup Business: How To Raise Seed Capital,https://www.udemy.com/startup-finance-small-business-loans-and-grants/,True,95,3360,12,34,All Levels,3 hours,2015-03-15T20:29:17Z,Business Finance,Startup Business Raise Seed Capital
701,613422,Business Economics - Basics (College Level),https://www.udemy.com/business-economics-basics/,True,50,3425,10,50,All Levels,4 hours,2015-09-16T18:29:12Z,Business Finance,Business Economics  Basics College Level
702,316750,Technical Analysis 101: Master the Basics of Trading,https://www.udemy.com/master-the-basics-of-trading-through-support-and-resistance/,True,95,2688,61,50,All Levels,2 hours,2015-05-13T22:54:25Z,Business Finance,Technical Analysis 101 Master Basics Trading
703,884658,Investing in Stocks? Master The Art of Covered Calls Selling,https://www.udemy.com/dont-leave-money-on-the-table-sell-covered-calls/,True,80,1095,17,35,All Levels,3 hours,2016-07-28T00:32:48Z,Business Finance,Investing Stocks Master Art Covered Calls Selling
704,735550,How to Trade Binary Options Effectively – All Levels,https://www.udemy.com/trade-binary-options/,True,195,1680,39,17,All Levels,1 hour,2016-01-27T17:51:25Z,Business Finance,Trade Binary Options Effectively  Levels
705,770486,Stock Market: The Zero Risk Way of Investing,https://www.udemy.com/stock-market-zero-risk-investing/,True,25,2046,14,8,Beginner Level,38 mins,2016-03-18T15:51:49Z,Business Finance,Stock Market Zero Risk Way Investing
706,543212,Forex Trading using professional indicators by TOP traders,https://www.udemy.com/forex-trading-using-professional-indicators-by-top-traders/,True,200,1699,40,28,All Levels,3.5 hours,2015-07-07T20:37:59Z,Business Finance,Forex Trading professional indicators traders
707,804298,Corporate Finance 101: Equity Valuation,https://www.udemy.com/corp-fin-101-equity-valuation/,True,50,1071,14,50,All Levels,6 hours,2016-03-29T19:40:05Z,Business Finance,Corporate Finance 101 Equity Valuation
708,707054,Trading Strategies: Find The Trading Strategy That Fits You,https://www.udemy.com/trading-strategies-find-the-trading-strategy-that-fits-you/,True,20,1037,3,12,All Levels,2 hours,2015-12-29T17:15:32Z,Business Finance,Trading Strategies Find Trading Strategy Fits
709,964828,Forex Trading - Learn An Effective Forex Trading Strategy,https://www.udemy.com/forex-trading-strategy-technical-analysis/,True,95,223,34,16,All Levels,1.5 hours,2016-12-14T22:45:02Z,Business Finance,Forex Trading  Learn Effective Forex Trading Strategy
710,298522,Navigate the 10-K and Other Financial Reports,https://www.udemy.com/navigate-the-10-k-and-other-financial-reports/,True,40,653,55,20,All Levels,2.5 hours,2014-11-08T18:50:53Z,Business Finance,Navigate 10K Financial Reports
711,1196728,From 0 to 1: Investments and Portfolio Theory,https://www.udemy.com/from-0-to-1-investments-and-portfolio-theory/,True,50,230,0,22,Beginner Level,4.5 hours,2017-05-01T23:42:52Z,Business Finance,0 1 Investments Portfolio Theory
712,255170,Bitcoin - The Complete Guide,https://www.udemy.com/bitcoin-the-complete-guide/,True,20,2281,12,24,All Levels,5.5 hours,2014-07-04T00:45:03Z,Business Finance,Bitcoin  Complete Guide
713,40670,Professional Trader's Mindset - Complete Forex Course,https://www.udemy.com/professional-trader-mindset/,True,50,4702,17,6,All Levels,1 hour,2013-06-07T17:07:48Z,Business Finance,Professional Traders Mindset  Complete Forex Course
714,737832,Bitcoin Peer Investing: How To Generate Double Digit Returns,https://www.udemy.com/bitcoin-peer-investing/,True,25,366,45,41,All Levels,2.5 hours,2016-01-24T23:09:17Z,Business Finance,Bitcoin Peer Investing Generate Double Digit Returns
715,240256,Forex Breakout Profits: The Definitive Guide,https://www.udemy.com/forex-breakout-profits-the-definitive-guide/,True,25,521,60,27,All Levels,2.5 hours,2014-11-30T19:52:37Z,Business Finance,Forex Breakout Profits Definitive Guide
716,931626,Learn to Trade With Fibonacci Tools,https://www.udemy.com/learn-to-trade-with-fibonacci-tools/,True,30,252,45,30,Intermediate Level,4 hours,2016-08-17T20:24:38Z,Business Finance,Learn Trade Fibonacci Tools
717,663022,"Investing Internationally into Real Estate, Stocks and Bonds",https://www.udemy.com/investing-internationally-into-real-estate-stocks-and-bonds/,True,200,1101,14,37,All Levels,2 hours,2016-01-27T18:40:25Z,Business Finance,Investing Internationally Real Estate Stocks Bonds
718,1196816,From 0 to 1: Bond Theory and Valuation,https://www.udemy.com/from-0-to-1-bond-theory-and-valuation/,True,50,223,2,29,Beginner Level,4 hours,2017-05-02T05:53:56Z,Business Finance,0 1 Bond Theory Valuation
719,202290,Stock Market Mastery,https://www.udemy.com/stockmarketmastery/,True,20,135,2,25,All Levels,7.5 hours,2014-06-08T14:46:02Z,Business Finance,Stock Market Mastery
720,690546,UK Self Assessment Tax Return Filing Online,https://www.udemy.com/uk-tax-return/,True,20,23,7,6,All Levels,28 mins,2015-12-07T18:36:33Z,Business Finance,UK Self Assessment Tax Return Filing Online
721,560218,Introduction to Financial Statements,https://www.udemy.com/introduction-to-financial-statements/,True,40,112,1,14,Beginner Level,1.5 hours,2015-08-16T22:26:02Z,Business Finance,Introduction Financial Statements
722,253810,"IAS 8-Accounting Policies ,Changes in Accounting Estimates",https://www.udemy.com/ias-8-accounting-policies-changes-in-accounting-estimates/,False,Free,2122,30,15,All Levels,2.5 hours,2014-10-03T12:29:41Z,Business Finance,IAS 8Accounting Policies Changes Accounting Estimates
723,420926,CFA® Level 1 2014 – Financial Reporting and Analysis,https://www.udemy.com/cfa-level1-fra/,True,50,152,2,102,All Levels,10 hours,2015-02-26T08:48:32Z,Business Finance,CFA Level 1 2014  Financial Reporting Analysis
724,382824,Investment Banking Operations : Securities Trade Life Cycle,https://www.udemy.com/investment-banking-operations-securities-trade-life-cycle/,True,30,267,9,10,All Levels,2 hours,2015-01-02T10:18:52Z,Business Finance,Investment Banking Operations  Securities Trade Life Cycle
725,73046,CFA Level I Foundation Course: Introduction to Quants,https://www.udemy.com/cfa-foundation-quants/,True,50,155,4,11,Beginner Level,5 hours,2013-08-05T16:03:22Z,Business Finance,CFA Level Foundation Course Introduction Quants
726,73860,Financial Risk Manager (FRM) Certification: Level I,https://www.udemy.com/financial-risk-manager-frm-certification-level-i/,True,50,87,25,113,All Levels,24 hours,2013-10-26T12:54:58Z,Business Finance,Financial Risk Manager FRM Certification Level
727,191588,IAS 10 - Events After Reporting Date,https://www.udemy.com/ias-10-events-after-reporting-date/,False,Free,2146,35,8,All Levels,1 hour,2014-05-07T12:48:04Z,Business Finance,IAS 10  Events Reporting Date
728,665866,Investment Portfolio Analysis with Excel,https://www.udemy.com/investment-portfolio-analysis-with-excel/,True,50,154,7,39,All Levels,9 hours,2015-11-12T21:51:19Z,Business Finance,Investment Portfolio Analysis Excel
729,73068,Introduction to the CFA Program,https://www.udemy.com/cfa-introduction/,False,Free,4248,66,6,Beginner Level,1 hour,2013-08-12T11:10:42Z,Business Finance,Introduction CFA Program
730,252950,Chartered Financial Analyst (CFA) - Level 1 - FRA,https://www.udemy.com/apnacourse-cfa-1-fra/,True,30,517,5,17,Beginner Level,14.5 hours,2014-06-30T09:21:49Z,Business Finance,Chartered Financial Analyst CFA  Level 1  FRA
731,760990,Excel 4 Accounting & Bookkeeping - Master Lookup Functions,https://www.udemy.com/excel-4-accountants-bookkeepers-master-lookup-fuctions/,True,35,2638,140,12,All Levels,1 hour,2016-02-13T03:19:09Z,Business Finance,Excel 4 Accounting  Bookkeeping  Master Lookup Functions
732,874312,Cashflow Management for Small Businesses: A How To Guide,https://www.udemy.com/cashflow-management-for-small-businesses-a-how-to-guide/,True,25,2914,11,5,All Levels,37 mins,2016-06-13T14:39:21Z,Business Finance,Cashflow Management Small Businesses Guide
733,373716,Forex Basics (Professional Course Level),https://www.udemy.com/basics-of-international-finance/,True,20,6050,34,25,All Levels,1.5 hours,2014-12-19T08:49:47Z,Business Finance,Forex Basics Professional Course Level
734,1275790,Advanced Butterfly Spreads for Options Income Strategies,https://www.udemy.com/advanced-butterfly-spread-option-strategies/,True,60,16,1,8,Expert Level,1 hour,2017-07-04T18:08:01Z,Business Finance,Advanced Butterfly Spreads Options Income Strategies
735,836926,The Holy Grail of Auto Trading Forex Futures Stocks Revealed,https://www.udemy.com/the-holy-grail-of-auto-trading-revealed/,True,50,3917,45,7,All Levels,1 hour,2016-05-03T18:23:01Z,Business Finance,Holy Grail Auto Trading Forex Futures Stocks Revealed
736,1131122,IPO Fundamentals,https://www.udemy.com/ipo-fundamentals-basics-definition-tutorial/,True,20,1122,13,6,Beginner Level,1 hour,2017-03-02T00:58:36Z,Business Finance,IPO Fundamentals
737,595258,Finance for Non-Finance: Learn Quick and Easy,https://www.udemy.com/finance-for-non-financials-make-profitable-decisions/,True,20,4158,51,30,Beginner Level,2.5 hours,2016-02-25T21:48:39Z,Business Finance,Finance NonFinance Learn Quick Easy
738,1269590,Advanced Options Trading Course,https://www.udemy.com/advanced-option-trading-course/,True,40,1252,2,6,Intermediate Level,32 mins,2017-06-29T20:18:19Z,Business Finance,Advanced Options Trading Course
739,611420,Statistics - Measures of Dispersion for CA / CS / CFA exams,https://www.udemy.com/measures_of_dispersion/,True,20,5108,9,13,All Levels,1 hour,2015-09-14T19:47:25Z,Business Finance,Statistics  Measures Dispersion  CS  CFA exams
740,941990,Work From Home Online (Part/Full) : Trade Forex 4 Beginners,https://www.udemy.com/make-money-work-from-home-online-trade-forex-4-beginners/,True,45,2981,23,17,Beginner Level,1 hour,2016-10-09T19:33:35Z,Business Finance,Work Home Online PartFull  Trade Forex 4 Beginners
741,1119920,Financial Ratios Using Excel,https://www.udemy.com/financialratios/,True,100,1223,14,29,Beginner Level,1 hour,2017-03-07T23:10:03Z,Business Finance,Financial Ratios Excel
742,256200,How To Start Trading Penny Stocks In 10 Easy Steps 2017,https://www.udemy.com/penny-stock-trading-analyzing-the-most-profitable-stocks/,True,50,7750,58,15,All Levels,1.5 hours,2014-07-17T08:02:54Z,Business Finance,Start Trading Penny Stocks 10 Easy Steps 2017
743,207166,How to Copy the Best Traders on Etoro,https://www.udemy.com/how-to-copy-the-best-traders-on-etoro/,True,90,564,9,41,All Levels,3.5 hours,2014-05-01T20:37:45Z,Business Finance,Copy Best Traders Etoro
744,390472,How To Set Up A Limited Company In The UK,https://www.udemy.com/how-to-set-up-a-limited-company-in-the-uk/,False,Free,2075,69,11,Beginner Level,44 mins,2015-04-20T23:31:47Z,Business Finance,Set Limited Company UK
745,575476,Forex trading made simple,https://www.udemy.com/forex-mentor-online-school/,True,100,45,4,31,All Levels,1.5 hours,2015-09-25T19:08:09Z,Business Finance,Forex trading simple
746,460652,Financial and Business Simulation with Microsoft Excel,https://www.udemy.com/simulation/,True,20,44,5,8,Expert Level,31 mins,2015-03-29T22:10:23Z,Business Finance,Financial Business Simulation Microsoft Excel
747,157336,10.  Bonds and Bond Pricing,https://www.udemy.com/bonds-and-bond-pricing/,True,20,308,4,10,All Levels,1 hour,2014-02-11T18:11:55Z,Business Finance,10 Bonds Bond Pricing
748,65110,Professional Risk Manager (PRM) Certification: Level 3,https://www.udemy.com/professional-risk-manager-prm-certification-level-3/,True,50,55,5,22,All Levels,12.5 hours,2013-07-23T20:26:47Z,Business Finance,Professional Risk Manager PRM Certification Level 3
749,987682,Stocks: Quick Method to get started Investing,https://www.udemy.com/quick-method-investing/,False,Free,718,13,7,Beginner Level,1 hour,2017-05-18T17:37:33Z,Business Finance,Stocks Quick Method started Investing
750,835212,The Fundamentals Of Finance For Non-Finance Professionals,https://www.udemy.com/finance-for-nonfinance/,True,40,206,3,7,All Levels,1.5 hours,2016-05-18T16:02:21Z,Business Finance,Fundamentals Finance NonFinance Professionals
751,882276,Forex - Top Equity Management Strategy,https://www.udemy.com/forex-millionaire-money-management-strategy/,True,20,18,4,13,All Levels,35 mins,2016-06-20T19:56:50Z,Business Finance,Forex  Equity Management Strategy
752,971110,The Truths about (in)secure Retirement,https://www.udemy.com/retirement-planning-calculator/,True,200,86,6,32,Intermediate Level,4.5 hours,2016-10-03T18:42:18Z,Business Finance,Truths insecure Retirement
753,414744,Learn How to File Taxes for Uber and Lyft Drivers,https://www.udemy.com/learn-how-to-file-taxes-from-uber-lyft/,True,40,294,5,25,All Levels,2 hours,2015-02-12T06:17:10Z,Business Finance,Learn File Taxes Uber Lyft Drivers
754,537286,Learn the Basics of the Wave Principle:,https://www.udemy.com/the-basics-of-the-wave-principle/,True,30,27,4,10,Beginner Level,1.5 hours,2015-07-02T00:12:02Z,Business Finance,Learn Basics Wave Principle
755,1123226,MasterClass-Japanese &  Heiken Ashi CandleStick Patterns,https://www.udemy.com/power-of-engulfing-candlestick-patterns-in-forex-trading/,True,195,375,10,26,All Levels,3.5 hours,2017-03-12T16:13:38Z,Business Finance,MasterClassJapanese  Heiken Ashi CandleStick Patterns
756,1170626,Start Trading Stocks Using Technical Analysis! Part 2,https://www.udemy.com/start-trading-stocks-using-technical-analysis-part-2/,True,95,94,11,25,All Levels,2 hours,2017-05-23T00:20:02Z,Business Finance,Start Trading Stocks Technical Analysis 2
757,1016996,Introduction to Corporate Finance (Mergers & Acquisitions),https://www.udemy.com/introduction-to-corporate-finance/,False,Free,2080,83,30,Beginner Level,1.5 hours,2017-02-28T16:14:06Z,Business Finance,Introduction Corporate Finance Mergers  Acquisitions
758,1046992,Forex & Financial Market Trading Tutorial- Online Strategies,https://www.udemy.com/forex-education-school-pforex/,False,Free,3137,30,69,All Levels,9 hours,2017-04-12T16:26:51Z,Business Finance,Forex  Financial Market Trading Tutorial Online Strategies
759,929526,Learn to trade Candlestick Patterns,https://www.udemy.com/learn-to-trade-candlestick-patterns/,True,20,155,23,22,Intermediate Level,1.5 hours,2016-08-16T23:58:31Z,Business Finance,Learn trade Candlestick Patterns
760,631276,High-Frequency Trading #2: Market Structure & Instruments,https://www.udemy.com/high-frequency-trading-2-market-structure-instruments/,True,50,1732,11,12,All Levels,41 mins,2015-11-19T18:22:19Z,Business Finance,HighFrequency Trading 2 Market Structure  Instruments
761,86558,The Art Of Financial Valuation With Certificate,https://www.udemy.com/learn-how-to-think-like-a-financier-leadership-in-finance/,True,20,3372,12,12,All Levels,2 hours,2013-09-29T23:52:54Z,Business Finance,Art Financial Valuation Certificate
762,615600,Sensitivity & Scenario Analysis for CA / CFA / CPA Exams,https://www.udemy.com/sensitivity-and-scenario-analysis-in-capital-budgeting/,True,20,2185,3,13,All Levels,2 hours,2015-09-20T20:26:40Z,Business Finance,Sensitivity  Scenario Analysis  CFA  CPA Exams
763,799434,"Economics:   Competition, Elasticity, a little Game Theory",https://www.udemy.com/micro-econ-game-theory/,True,50,1008,14,42,All Levels,6 hours,2016-04-12T15:12:18Z,Business Finance,Economics Competition Elasticity little Game Theory
764,1088656,Quantitative Trading Analysis with Python,https://www.udemy.com/quantitative-trading-analysis-with-python/,True,50,256,17,49,All Levels,5.5 hours,2017-01-27T17:11:28Z,Business Finance,Quantitative Trading Analysis Python
765,674354,Invest Like a Pro!,https://www.udemy.com/mastering-darvas-trade-like-a-pro-on-the-stock-market/,True,200,1173,22,15,Beginner Level,2.5 hours,2015-12-29T18:56:44Z,Business Finance,Invest Like Pro
766,1187758,Options Trading Essentials: The ULTIMATE Guides,https://www.udemy.com/options-trading-essentials/,False,Free,1352,6,20,All Levels,4 hours,2017-04-24T21:59:20Z,Business Finance,Options Trading Essentials ULTIMATE Guides
767,548764,ACCA FA1 Recording Financial Transactions,https://www.udemy.com/acca-fa1-recording-financial-transactions/,True,50,49,8,27,Beginner Level,3.5 hours,2015-07-14T23:01:39Z,Business Finance,ACCA FA1 Recording Financial Transactions
768,410576,CFA® Level 1 2014 – Portfolio Management,https://www.udemy.com/portfolio-management-cfa-level-1/,True,40,124,2,10,All Levels,2 hours,2015-03-02T01:46:14Z,Business Finance,CFA Level 1 2014  Portfolio Management
769,501384,Essentials Of Swing Trading Stocks,https://www.udemy.com/essentials-of-swing-trading/,True,20,105,9,5,All Levels,1 hour,2015-06-03T18:00:18Z,Business Finance,Essentials Swing Trading Stocks
770,59725,Small Business and Managerial Accounting Training Tutorial,https://www.udemy.com/small-business-and-managerial-accounting-training-tutorial/,True,20,117,3,71,Beginner Level,3.5 hours,2013-06-19T17:52:07Z,Business Finance,Small Business Managerial Accounting Training Tutorial
771,47504,Use Crowdfunding Effectively With Indiegogo and Kickstarter,https://www.udemy.com/learncrowdfunding/,False,Free,6533,32,9,All Levels,2 hours,2013-06-25T15:22:28Z,Business Finance,Use Crowdfunding Effectively Indiegogo Kickstarter
772,1257502,The Complete Litecoin Crypto Currency Bootcamp,https://www.udemy.com/the-complete-litecoin-crypto-currency-bootcamp/,True,20,7,3,24,All Levels,1 hour,2017-06-28T23:51:45Z,Business Finance,Complete Litecoin Crypto Currency Bootcamp
773,304426,Bank Reconciliation & VAT on Excel,https://www.udemy.com/bank-reconciliation-vat-on-excel/,True,20,30,5,19,All Levels,1.5 hours,2014-09-22T04:56:43Z,Business Finance,Bank Reconciliation  VAT Excel
774,581598,Commodity Futures Day Trading Strategies,https://www.udemy.com/futures-day-trade-course/,True,95,91,5,28,All Levels,5 hours,2015-08-28T23:47:29Z,Business Finance,Commodity Futures Day Trading Strategies
775,328842,Learn to invest in the Stock Market,https://www.udemy.com/learn-to-invest-in-the-stock-market/,True,40,28,5,14,Beginner Level,1 hour,2014-11-12T17:37:03Z,Business Finance,Learn invest Stock Market
776,541824,FX Commodity Chart Trading Patterns for Success,https://www.udemy.com/fx-commodity-chart-patterns-mt4-platform/,True,50,83,10,15,All Levels,2.5 hours,2015-07-19T19:23:14Z,Business Finance,FX Commodity Chart Trading Patterns Success
777,103144,Forex Elite Trading,https://www.udemy.com/elite-forex-trading-system-beginners-to-intermediate-traders/,True,85,623,7,22,All Levels,6 hours,2013-10-18T16:06:44Z,Business Finance,Forex Elite Trading
778,937150,How to Invest in Startups - Expert Reveals Winning Secrets.,https://www.udemy.com/how-to-invest-in-startups/,False,Free,1625,5,145,All Levels,8.5 hours,2016-08-29T14:24:43Z,Business Finance,Invest Startups  Expert Reveals Winning Secrets
779,1215926,Kickstarter success in 5 easy steps,https://www.udemy.com/kickstarter-success-in-5-easy-steps/,True,20,0,0,12,All Levels,31 mins,2017-05-16T14:55:28Z,Business Finance,Kickstarter success 5 easy steps
780,1035638,Understanding Financial Statements,https://www.udemy.com/understanding-financial-statements/,True,25,0,0,10,All Levels,1 hour,2016-12-15T14:56:17Z,Business Finance,Understanding Financial Statements
781,1249146,Planning and Executing a Financial Statement Audit,https://www.udemy.com/planning-executing-financial-statement-audit/,True,50,0,0,9,Intermediate Level,2 hours,2017-06-29T23:18:51Z,Business Finance,Planning Executing Financial Statement Audit
782,1233894,The Latest Updates 2016 Financial Accounting Standards Board,https://www.udemy.com/2016-fasb-updates/,True,50,1,0,9,Intermediate Level,2 hours,2017-06-29T21:40:54Z,Business Finance,Latest Updates 2016 Financial Accounting Standards Board
783,975910,How to achieve personal transformation,https://www.udemy.com/learnhowtocreatewealth/,True,20,0,0,10,All Levels,32 mins,2016-12-22T00:28:07Z,Business Finance,achieve personal transformation
784,1221942,Basic Bookkeeping,https://www.udemy.com/basic-bookkeeping-course/,True,35,0,0,12,Beginner Level,44 mins,2017-05-23T16:20:18Z,Business Finance,Basic Bookkeeping
785,1169196,"Credit concepts and checklist for bankers, credit analyst",https://www.udemy.com/credit-concepts-and-checklist-for-bankers-credit-analyst/,True,20,0,0,10,Beginner Level,2.5 hours,2017-04-24T14:56:01Z,Business Finance,Credit concepts checklist bankers credit analyst
786,1271182,Practical Film Financing: Finding & Pitching Investors,https://www.udemy.com/indiefilm-financing/,True,100,0,0,9,Beginner Level,1 hour,2017-07-05T21:46:55Z,Business Finance,Practical Film Financing Finding  Pitching Investors
787,1233302,Ratio Analysis for Financial Statements,https://www.udemy.com/ratio-analysis-financial-statements/,True,50,0,0,6,Beginner Level,2 hours,2017-07-03T21:39:57Z,Business Finance,Ratio Analysis Financial Statements
788,1231958,60 Minutes to Fundamental Accounting Skills,https://www.udemy.com/60-minute-fundamental-accounting-skills/,True,75,0,0,9,Beginner Level,2.5 hours,2017-06-28T21:55:29Z,Business Finance,60 Minutes Fundamental Accounting Skills
789,837322,Essentials of money value: Get a financial Life !,https://www.udemy.com/essentials-of-money-value/,True,20,0,0,20,All Levels,37 mins,2016-05-16T18:28:30Z,Business Finance,Essentials money value financial Life 
790,1157298,Introduction to Forex Trading Business For Beginners,https://www.udemy.com/introduction-to-forex-trading-business-for-beginners/,True,20,0,0,27,Beginner Level,1.5 hours,2017-04-23T16:19:01Z,Business Finance,Introduction Forex Trading Business Beginners
791,42645,"Backspreads, Diagonals and Butterflies - Advanced Strategies",https://www.udemy.com/calendars-diagonals-butterfly-spreads/,True,60,737,41,10,Expert Level,2 hours,2013-03-03T22:15:18Z,Business Finance,Backspreads Diagonals Butterflies  Advanced Strategies
792,355622,Trade Forex 13 Patterns - Golden Ratios Secret Revealed,https://www.udemy.com/forex-13-patterns-trade-with-precision/,True,200,554,63,44,All Levels,4 hours,2015-01-10T13:49:22Z,Business Finance,Trade Forex 13 Patterns  Golden Ratios Secret Revealed
793,514036,Crystal ball trading - foresee price with seasonal patterns,https://www.udemy.com/seasonality/,True,145,807,19,23,All Levels,6 hours,2015-06-14T22:08:54Z,Business Finance,Crystal ball trading  foresee price seasonal patterns
794,45136,Weekly Options and study of Options expiration dynamics,https://www.udemy.com/weekly-options/,True,60,779,56,6,Expert Level,1 hour,2013-03-08T12:22:12Z,Business Finance,Weekly Options study Options expiration dynamics
795,371574,Cost Accounting Basics (Professional Course Level),https://www.udemy.com/basics-of-cost-accounting/,True,20,1777,11,23,Beginner Level,1 hour,2014-12-17T01:11:28Z,Business Finance,Cost Accounting Basics Professional Course Level
796,915964,Learn to Reliably Invest In The Stock Market,https://www.udemy.com/become-a-stock-millionaire/,True,50,841,14,19,All Levels,37 mins,2016-07-29T15:06:31Z,Business Finance,Learn Reliably Invest Stock Market
797,1209556,Hedge Fund Trading Systems Part Two - Stocks & ETFs,https://www.udemy.com/hedge-fund-trading-systems-two/,True,200,56,10,23,Expert Level,2.5 hours,2017-05-16T22:22:15Z,Business Finance,Hedge Fund Trading Systems  Stocks  ETFs
798,412856,Stock Market Option Trading: How Sell Options For Premium,https://www.udemy.com/make-a-steady-monthly-income-selling-stock-options/,True,200,1909,8,19,Intermediate Level,2 hours,2015-02-08T20:06:08Z,Business Finance,Stock Market Option Trading Sell Options Premium
799,42651,Straddles and Strangles - Volatility moves in any direction,https://www.udemy.com/straddles-and-strangles/,True,60,775,54,11,Expert Level,1.5 hours,2013-03-12T12:30:40Z,Business Finance,Straddles Strangles  Volatility moves direction
800,294914,Debt Collection Management: Get Paid On Time EVERY TIME!,https://www.udemy.com/accounts-receivable-help/,True,20,1255,8,38,All Levels,3 hours,2015-01-27T07:50:28Z,Business Finance,Debt Collection Management Paid Time TIME
801,219306,Learn about it,https://www.udemy.com/the-mysterious-camarilla-equation/,True,20,1193,24,27,All Levels,1.5 hours,2014-06-05T22:40:42Z,Business Finance,Learn
802,652768,Trading: Basics of Trading for Beginners,https://www.udemy.com/money-basics-of-trading-for-beginners/,True,140,1309,4,20,Beginner Level,1.5 hours,2015-11-11T01:30:17Z,Business Finance,Trading Basics Trading Beginners
803,42197,Options Spreads Bundle-  the heart of Options Trading,https://www.udemy.com/options-spreads-explained/,True,120,623,43,8,Intermediate Level,2.5 hours,2013-02-19T15:04:46Z,Business Finance,Options Spreads Bundle heart Options Trading
804,936298,Trade the News in Forex: EA Robot Included,https://www.udemy.com/tradethenews/,True,200,276,11,11,All Levels,34 mins,2016-08-30T02:40:52Z,Business Finance,Trade News Forex EA Robot Included
805,885443,Investment Portfolio Analysis with R,https://www.udemy.com/investment-portfolio-analysis-with-r/,True,50,314,38,37,All Levels,6.5 hours,2016-06-27T20:39:08Z,Business Finance,Investment Portfolio Analysis R
806,585208,Basics of Economics For Beginners A to Z - A Complete Course,https://www.udemy.com/basics-of-economics-for-absolute-beginners/,True,170,1942,5,24,Beginner Level,1.5 hours,2015-08-24T00:36:33Z,Business Finance,Basics Economics Beginners Z  Complete Course
