course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject
191588,IAS 10 - Events After Reporting Date,https://www.udemy.com/ias-10-events-after-reporting-date/,False,Free,2146,35,8,All Levels,1 hour,2014-05-07T12:48:04Z,Business Finance
665866,Investment Portfolio Analysis with Excel,https://www.udemy.com/investment-portfolio-analysis-with-excel/,True,50,154,7,39,All Levels,9 hours,2015-11-12T21:51:19Z,Business Finance
73068,Introduction to the CFA Program,https://www.udemy.com/cfa-introduction/,False,Free,4248,66,6,Beginner Level,1 hour,2013-08-12T11:10:42Z,Business Finance
252950,Chartered Financial Analyst (CFA) - Level 1 - FRA,https://www.udemy.com/apnacourse-cfa-1-fra/,True,30,517,5,17,Beginner Level,14.5 hours,2014-06-30T09:21:49Z,Business Finance
760990,Excel 4 Accounting & Bookkeeping - Master Lookup Functions,https://www.udemy.com/excel-4-accountants-bookkeepers-master-lookup-fuctions/,True,35,2638,140,12,All Levels,1 hour,2016-02-13T03:19:09Z,Business Finance
874312,Cashflow Management for Small Businesses: A How To Guide,https://www.udemy.com/cashflow-management-for-small-businesses-a-how-to-guide/,True,25,2914,11,5,All Levels,37 mins,2016-06-13T14:39:21Z,Business Finance
373716,Forex Basics (Professional Course Level),https://www.udemy.com/basics-of-international-finance/,True,20,6050,34,25,All Levels,1.5 hours,2014-12-19T08:49:47Z,Business Finance
1275790,Advanced Butterfly Spreads for Options Income Strategies,https://www.udemy.com/advanced-butterfly-spread-option-strategies/,True,60,16,1,8,Expert Level,1 hour,2017-07-04T18:08:01Z,Business Finance
836926,The Holy Grail of Auto Trading Forex Futures Stocks Revealed,https://www.udemy.com/the-holy-grail-of-auto-trading-revealed/,True,50,3917,45,7,All Levels,1 hour,2016-05-03T18:23:01Z,Business Finance
1131122,IPO Fundamentals,https://www.udemy.com/ipo-fundamentals-basics-definition-tutorial/,True,20,1122,13,6,Beginner Level,1 hour,2017-03-02T00:58:36Z,Business Finance
595258,Finance for Non-Finance: Learn Quick and Easy,https://www.udemy.com/finance-for-non-financials-make-profitable-decisions/,True,20,4158,51,30,Beginner Level,2.5 hours,2016-02-25T21:48:39Z,Business Finance
1269590,Advanced Options Trading Course,https://www.udemy.com/advanced-option-trading-course/,True,40,1252,2,6,Intermediate Level,32 mins,2017-06-29T20:18:19Z,Business Finance
611420,Statistics - Measures of Dispersion for CA / CS / CFA exams,https://www.udemy.com/measures_of_dispersion/,True,20,5108,9,13,All Levels,1 hour,2015-09-14T19:47:25Z,Business Finance
941990,Work From Home Online (Part/Full) : Trade Forex 4 Beginners,https://www.udemy.com/make-money-work-from-home-online-trade-forex-4-beginners/,True,45,2981,23,17,Beginner Level,1 hour,2016-10-09T19:33:35Z,Business Finance
1119920,Financial Ratios Using Excel,https://www.udemy.com/financialratios/,True,100,1223,14,29,Beginner Level,1 hour,2017-03-07T23:10:03Z,Business Finance
256200,How To Start Trading Penny Stocks In 10 Easy Steps 2017,https://www.udemy.com/penny-stock-trading-analyzing-the-most-profitable-stocks/,True,50,7750,58,15,All Levels,1.5 hours,2014-07-17T08:02:54Z,Business Finance
207166,How to Copy the Best Traders on Etoro,https://www.udemy.com/how-to-copy-the-best-traders-on-etoro/,True,90,564,9,41,All Levels,3.5 hours,2014-05-01T20:37:45Z,Business Finance
390472,How To Set Up A Limited Company In The UK,https://www.udemy.com/how-to-set-up-a-limited-company-in-the-uk/,False,Free,2075,69,11,Beginner Level,44 mins,2015-04-20T23:31:47Z,Business Finance
575476,Forex trading made simple,https://www.udemy.com/forex-mentor-online-school/,True,100,45,4,31,All Levels,1.5 hours,2015-09-25T19:08:09Z,Business Finance
460652,Financial and Business Simulation with Microsoft Excel,https://www.udemy.com/simulation/,True,20,44,5,8,Expert Level,31 mins,2015-03-29T22:10:23Z,Business Finance
157336,10.  Bonds and Bond Pricing,https://www.udemy.com/bonds-and-bond-pricing/,True,20,308,4,10,All Levels,1 hour,2014-02-11T18:11:55Z,Business Finance
65110,Professional Risk Manager (PRM) Certification: Level 3,https://www.udemy.com/professional-risk-manager-prm-certification-level-3/,True,50,55,5,22,All Levels,12.5 hours,2013-07-23T20:26:47Z,Business Finance
987682,Stocks: Quick Method to get started Investing,https://www.udemy.com/quick-method-investing/,False,Free,718,13,7,Beginner Level,1 hour,2017-05-18T17:37:33Z,Business Finance
835212,The Fundamentals Of Finance For Non-Finance Professionals,https://www.udemy.com/finance-for-nonfinance/,True,40,206,3,7,All Levels,1.5 hours,2016-05-18T16:02:21Z,Business Finance
882276,Forex - Top Equity Management Strategy,https://www.udemy.com/forex-millionaire-money-management-strategy/,True,20,18,4,13,All Levels,35 mins,2016-06-20T19:56:50Z,Business Finance
971110,The Truths about (in)secure Retirement,https://www.udemy.com/retirement-planning-calculator/,True,200,86,6,32,Intermediate Level,4.5 hours,2016-10-03T18:42:18Z,Business Finance
414744,Learn How to File Taxes for Uber and Lyft Drivers,https://www.udemy.com/learn-how-to-file-taxes-from-uber-lyft/,True,40,294,5,25,All Levels,2 hours,2015-02-12T06:17:10Z,Business Finance
537286,Learn the Basics of the Wave Principle:,https://www.udemy.com/the-basics-of-the-wave-principle/,True,30,27,4,10,Beginner Level,1.5 hours,2015-07-02T00:12:02Z,Business Finance
1123226,MasterClass-Japanese &  Heiken Ashi CandleStick Patterns,https://www.udemy.com/power-of-engulfing-candlestick-patterns-in-forex-trading/,True,195,375,10,26,All Levels,3.5 hours,2017-03-12T16:13:38Z,Business Finance
1170626,Start Trading Stocks Using Technical Analysis! Part 2,https://www.udemy.com/start-trading-stocks-using-technical-analysis-part-2/,True,95,94,11,25,All Levels,2 hours,2017-05-23T00:20:02Z,Business Finance
1016996,Introduction to Corporate Finance (Mergers & Acquisitions),https://www.udemy.com/introduction-to-corporate-finance/,False,Free,2080,83,30,Beginner Level,1.5 hours,2017-02-28T16:14:06Z,Business Finance
1046992,Forex & Financial Market Trading Tutorial- Online Strategies,https://www.udemy.com/forex-education-school-pforex/,False,Free,3137,30,69,All Levels,9 hours,2017-04-12T16:26:51Z,Business Finance
929526,Learn to trade Candlestick Patterns,https://www.udemy.com/learn-to-trade-candlestick-patterns/,True,20,155,23,22,Intermediate Level,1.5 hours,2016-08-16T23:58:31Z,Business Finance
631276,High-Frequency Trading #2: Market Structure & Instruments,https://www.udemy.com/high-frequency-trading-2-market-structure-instruments/,True,50,1732,11,12,All Levels,41 mins,2015-11-19T18:22:19Z,Business Finance
86558,The Art Of Financial Valuation With Certificate,https://www.udemy.com/learn-how-to-think-like-a-financier-leadership-in-finance/,True,20,3372,12,12,All Levels,2 hours,2013-09-29T23:52:54Z,Business Finance
615600,Sensitivity & Scenario Analysis for CA / CFA / CPA Exams,https://www.udemy.com/sensitivity-and-scenario-analysis-in-capital-budgeting/,True,20,2185,3,13,All Levels,2 hours,2015-09-20T20:26:40Z,Business Finance
799434,"Economics:   Competition, Elasticity, a little Game Theory",https://www.udemy.com/micro-econ-game-theory/,True,50,1008,14,42,All Levels,6 hours,2016-04-12T15:12:18Z,Business Finance
1088656,Quantitative Trading Analysis with Python,https://www.udemy.com/quantitative-trading-analysis-with-python/,True,50,256,17,49,All Levels,5.5 hours,2017-01-27T17:11:28Z,Business Finance
674354,Invest Like a Pro!,https://www.udemy.com/mastering-darvas-trade-like-a-pro-on-the-stock-market/,True,200,1173,22,15,Beginner Level,2.5 hours,2015-12-29T18:56:44Z,Business Finance
1187758,Options Trading Essentials: The ULTIMATE Guides,https://www.udemy.com/options-trading-essentials/,False,Free,1352,6,20,All Levels,4 hours,2017-04-24T21:59:20Z,Business Finance
548764,ACCA FA1 Recording Financial Transactions,https://www.udemy.com/acca-fa1-recording-financial-transactions/,True,50,49,8,27,Beginner Level,3.5 hours,2015-07-14T23:01:39Z,Business Finance
410576,CFA® Level 1 2014 – Portfolio Management,https://www.udemy.com/portfolio-management-cfa-level-1/,True,40,124,2,10,All Levels,2 hours,2015-03-02T01:46:14Z,Business Finance
501384,Essentials Of Swing Trading Stocks,https://www.udemy.com/essentials-of-swing-trading/,True,20,105,9,5,All Levels,1 hour,2015-06-03T18:00:18Z,Business Finance
59725,Small Business and Managerial Accounting Training Tutorial,https://www.udemy.com/small-business-and-managerial-accounting-training-tutorial/,True,20,117,3,71,Beginner Level,3.5 hours,2013-06-19T17:52:07Z,Business Finance
47504,Use Crowdfunding Effectively With Indiegogo and Kickstarter,https://www.udemy.com/learncrowdfunding/,False,Free,6533,32,9,All Levels,2 hours,2013-06-25T15:22:28Z,Business Finance
1257502,The Complete Litecoin Crypto Currency Bootcamp,https://www.udemy.com/the-complete-litecoin-crypto-currency-bootcamp/,True,20,7,3,24,All Levels,1 hour,2017-06-28T23:51:45Z,Business Finance
304426,Bank Reconciliation & VAT on Excel,https://www.udemy.com/bank-reconciliation-vat-on-excel/,True,20,30,5,19,All Levels,1.5 hours,2014-09-22T04:56:43Z,Business Finance
581598,Commodity Futures Day Trading Strategies,https://www.udemy.com/futures-day-trade-course/,True,95,91,5,28,All Levels,5 hours,2015-08-28T23:47:29Z,Business Finance
328842,Learn to invest in the Stock Market,https://www.udemy.com/learn-to-invest-in-the-stock-market/,True,40,28,5,14,Beginner Level,1 hour,2014-11-12T17:37:03Z,Business Finance
541824,FX Commodity Chart Trading Patterns for Success,https://www.udemy.com/fx-commodity-chart-patterns-mt4-platform/,True,50,83,10,15,All Levels,2.5 hours,2015-07-19T19:23:14Z,Business Finance
103144,Forex Elite Trading,https://www.udemy.com/elite-forex-trading-system-beginners-to-intermediate-traders/,True,85,623,7,22,All Levels,6 hours,2013-10-18T16:06:44Z,Business Finance
937150,How to Invest in Startups - Expert Reveals Winning Secrets.,https://www.udemy.com/how-to-invest-in-startups/,False,Free,1625,5,145,All Levels,8.5 hours,2016-08-29T14:24:43Z,Business Finance
1215926,Kickstarter success in 5 easy steps,https://www.udemy.com/kickstarter-success-in-5-easy-steps/,True,20,0,0,12,All Levels,31 mins,2017-05-16T14:55:28Z,Business Finance
1035638,Understanding Financial Statements,https://www.udemy.com/understanding-financial-statements/,True,25,0,0,10,All Levels,1 hour,2016-12-15T14:56:17Z,Business Finance
1249146,Planning and Executing a Financial Statement Audit,https://www.udemy.com/planning-executing-financial-statement-audit/,True,50,0,0,9,Intermediate Level,2 hours,2017-06-29T23:18:51Z,Business Finance
1233894,The Latest Updates 2016 Financial Accounting Standards Board,https://www.udemy.com/2016-fasb-updates/,True,50,1,0,9,Intermediate Level,2 hours,2017-06-29T21:40:54Z,Business Finance
975910,How to achieve personal transformation,https://www.udemy.com/learnhowtocreatewealth/,True,20,0,0,10,All Levels,32 mins,2016-12-22T00:28:07Z,Business Finance
1221942,Basic Bookkeeping,https://www.udemy.com/basic-bookkeeping-course/,True,35,0,0,12,Beginner Level,44 mins,2017-05-23T16:20:18Z,Business Finance
1169196,"Credit concepts and checklist for bankers, credit analyst",https://www.udemy.com/credit-concepts-and-checklist-for-bankers-credit-analyst/,True,20,0,0,10,Beginner Level,2.5 hours,2017-04-24T14:56:01Z,Business Finance
1271182,Practical Film Financing: Finding & Pitching Investors,https://www.udemy.com/indiefilm-financing/,True,100,0,0,9,Beginner Level,1 hour,2017-07-05T21:46:55Z,Business Finance
1233302,Ratio Analysis for Financial Statements,https://www.udemy.com/ratio-analysis-financial-statements/,True,50,0,0,6,Beginner Level,2 hours,2017-07-03T21:39:57Z,Business Finance
1231958,60 Minutes to Fundamental Accounting Skills,https://www.udemy.com/60-minute-fundamental-accounting-skills/,True,75,0,0,9,Beginner Level,2.5 hours,2017-06-28T21:55:29Z,Business Finance
837322,Essentials of money value: Get a financial Life !,https://www.udemy.com/essentials-of-money-value/,True,20,0,0,20,All Levels,37 mins,2016-05-16T18:28:30Z,Business Finance
1157298,Introduction to Forex Trading Business For Beginners,https://www.udemy.com/introduction-to-forex-trading-business-for-beginners/,True,20,0,0,27,Beginner Level,1.5 hours,2017-04-23T16:19:01Z,Business Finance
42645,"Backspreads, Diagonals and Butterflies - Advanced Strategies",https://www.udemy.com/calendars-diagonals-butterfly-spreads/,True,60,737,41,10,Expert Level,2 hours,2013-03-03T22:15:18Z,Business Finance
355622,Trade Forex 13 Patterns - Golden Ratios Secret Revealed,https://www.udemy.com/forex-13-patterns-trade-with-precision/,True,200,554,63,44,All Levels,4 hours,2015-01-10T13:49:22Z,Business Finance
514036,Crystal ball trading - foresee price with seasonal patterns,https://www.udemy.com/seasonality/,True,145,807,19,23,All Levels,6 hours,2015-06-14T22:08:54Z,Business Finance
45136,Weekly Options and study of Options expiration dynamics,https://www.udemy.com/weekly-options/,True,60,779,56,6,Expert Level,1 hour,2013-03-08T12:22:12Z,Business Finance
371574,Cost Accounting Basics (Professional Course Level),https://www.udemy.com/basics-of-cost-accounting/,True,20,1777,11,23,Beginner Level,1 hour,2014-12-17T01:11:28Z,Business Finance
915964,Learn to Reliably Invest In The Stock Market,https://www.udemy.com/become-a-stock-millionaire/,True,50,841,14,19,All Levels,37 mins,2016-07-29T15:06:31Z,Business Finance
1209556,Hedge Fund Trading Systems Part Two - Stocks & ETFs,https://www.udemy.com/hedge-fund-trading-systems-two/,True,200,56,10,23,Expert Level,2.5 hours,2017-05-16T22:22:15Z,Business Finance
412856,Stock Market Option Trading: How Sell Options For Premium,https://www.udemy.com/make-a-steady-monthly-income-selling-stock-options/,True,200,1909,8,19,Intermediate Level,2 hours,2015-02-08T20:06:08Z,Business Finance
42651,Straddles and Strangles - Volatility moves in any direction,https://www.udemy.com/straddles-and-strangles/,True,60,775,54,11,Expert Level,1.5 hours,2013-03-12T12:30:40Z,Business Finance
294914,Debt Collection Management: Get Paid On Time EVERY TIME!,https://www.udemy.com/accounts-receivable-help/,True,20,1255,8,38,All Levels,3 hours,2015-01-27T07:50:28Z,Business Finance
219306,Learn about it,https://www.udemy.com/the-mysterious-camarilla-equation/,True,20,1193,24,27,All Levels,1.5 hours,2014-06-05T22:40:42Z,Business Finance
652768,Trading: Basics of Trading for Beginners,https://www.udemy.com/money-basics-of-trading-for-beginners/,True,140,1309,4,20,Beginner Level,1.5 hours,2015-11-11T01:30:17Z,Business Finance
42197,Options Spreads Bundle-  the heart of Options Trading,https://www.udemy.com/options-spreads-explained/,True,120,623,43,8,Intermediate Level,2.5 hours,2013-02-19T15:04:46Z,Business Finance
936298,Trade the News in Forex: EA Robot Included,https://www.udemy.com/tradethenews/,True,200,276,11,11,All Levels,34 mins,2016-08-30T02:40:52Z,Business Finance
885443,Investment Portfolio Analysis with R,https://www.udemy.com/investment-portfolio-analysis-with-r/,True,50,314,38,37,All Levels,6.5 hours,2016-06-27T20:39:08Z,Business Finance
585208,Basics of Economics For Beginners A to Z - A Complete Course,https://www.udemy.com/basics-of-economics-for-absolute-beginners/,True,170,1942,5,24,Beginner Level,1.5 hours,2015-08-24T00:36:33Z,Business Finance
386922,Seeing the Big Picture: Understanding Financial Statements,https://www.udemy.com/seeing-the-big-picture-financial-statements-made-easy/,True,50,885,69,14,All Levels,43 mins,2015-01-07T21:40:43Z,Business Finance
1023650,Financial Modeling for Professionals in 1 Day!,https://www.udemy.com/financial-modeling-for-professionals/,True,200,226,12,29,Intermediate Level,4.5 hours,2016-12-05T16:33:34Z,Business Finance
676764,Create Your Own Automated Stock Trading Robot In EXCEL!,https://www.udemy.com/automated-trading-excel/,True,150,461,45,44,All Levels,5 hours,2015-12-09T18:35:24Z,Business Finance
696342,FOREX: From Zero To Hero,https://www.udemy.com/forex-from-zero-to-hero/,True,150,152,27,26,All Levels,3 hours,2017-02-07T05:21:14Z,Business Finance
41145,Learn Call Options and Put Options - Introduction to Options,https://www.udemy.com/learn-options-trading-introduction-call-put-options/,True,60,1017,74,20,Beginner Level,3 hours,2013-02-15T20:43:11Z,Business Finance
145220,1. Principles of Simple Interest ,https://www.udemy.com/principles-of-simple-interest/,True,20,1074,6,13,All Levels,1 hour,2014-01-13T20:43:46Z,Business Finance
868686,Double Entry Bookkeeping,https://www.udemy.com/double-entry-bookkeeping/,True,50,440,17,10,Beginner Level,1 hour,2016-06-15T18:23:18Z,Business Finance
745110,MQL5 Tutorial Bootcamp,https://www.udemy.com/mql5-tutorial-bootcamp/,True,20,978,7,13,Beginner Level,32 mins,2016-01-29T00:11:42Z,Business Finance
745832,Succeed at Options Even If You Don't Know Where to Start,https://www.udemy.com/succeed-at-options-even-if-you-dont-know-where-to-start/,True,200,36,1,12,All Levels,1.5 hours,2017-04-17T18:00:13Z,Business Finance
43778,"Buying, Selling, and Storing Precious Metal",https://www.udemy.com/got-gold-get-gold-buying-and-selling-precious-metal/,True,20,74,1,14,All Levels,1 hour,2013-02-27T03:38:36Z,Business Finance
19653,Accounting Skills for Managers,https://www.udemy.com/accounting-skills-for-managers/,True,20,78,3,10,Beginner Level,1.5 hours,2012-06-27T16:41:09Z,Business Finance
1013190,Analysis and Evaluation of Economic Feasibility of Projects,https://www.udemy.com/feasibility-study/,True,100,10,1,8,Intermediate Level,1 hour,2016-12-19T14:47:22Z,Business Finance
824034,Technical Analysis: Understanding Price Action,https://www.udemy.com/technical-analysis-understanding-price-action/,True,45,39,6,37,All Levels,3 hours,2016-08-26T22:57:33Z,Business Finance
370440,Bitcoin For Beginners,https://www.udemy.com/bitcoinforbeginners/,True,50,37,3,22,Beginner Level,4 hours,2014-12-29T18:54:54Z,Business Finance
312860,"IAS 16-Property,Plant and Equipment ",https://www.udemy.com/ias-16-propertyplant-and-equipment/,False,Free,2166,38,20,All Levels,3 hours,2014-10-06T09:11:10Z,Business Finance
168358,Basel II,https://www.udemy.com/basel-ii/,True,50,78,6,57,All Levels,3.5 hours,2014-03-06T07:16:03Z,Business Finance
721746,Forex Trading Plan,https://www.udemy.com/forex-trading-plan/,True,50,21,3,24,All Levels,42 mins,2016-02-13T05:53:11Z,Business Finance
885342,Financial Modeling 101,https://www.udemy.com/financial-modeling-101/,False,Free,1086,37,5,Beginner Level,37 mins,2016-12-19T23:43:54Z,Business Finance
811416,Learn Financial Modeling from Scratch - Part1,https://www.udemy.com/learn-financial-modeling-part1/,True,50,7,4,29,All Levels,3.5 hours,2016-04-06T18:00:04Z,Business Finance
35131,Introduction to Small Business Accounting Training Tutorial,https://www.udemy.com/introduction-to-small-business-accounting-training-tutorial/,True,25,168,9,75,Beginner Level,3.5 hours,2013-01-09T02:57:25Z,Business Finance
570844,Learn Basic Concepts of Economics Step by Step - Complete,https://www.udemy.com/introduction-to-economics-for-beginners/,True,150,2801,6,25,All Levels,1.5 hours,2015-08-16T16:36:47Z,Business Finance
189996,Introduction to Digital Payments ,https://www.udemy.com/payments/,False,Free,12217,351,17,Beginner Level,1 hour,2014-04-29T05:49:43Z,Business Finance
716828,The Beginner's Guide to the Futures and Options Trading,https://www.udemy.com/futures-options/,False,Free,6185,138,20,All Levels,3 hours,2016-01-18T19:47:54Z,Business Finance
702138,Bitcoin Investing: The Complete Buy & Hold Strategy,https://www.udemy.com/bitcoin-investing/,True,25,477,70,41,All Levels,4 hours,2016-01-10T21:59:30Z,Business Finance
130298,Financial Modeling in Excel for Startups,https://www.udemy.com/financial-modeling-in-excel-for-startups/,True,50,1334,86,54,Beginner Level,6 hours,2014-01-05T03:44:26Z,Business Finance
709536,Learn to Trade Forex Naked Price Action Big Shadow Trade,https://www.udemy.com/learn-to-trade-forex-naked-price-action-big-shadow-trade/,False,Free,5407,192,11,Intermediate Level,1 hour,2016-01-25T04:08:41Z,Business Finance
706942,Forex Trading For Beginners ,https://www.udemy.com/forex-trading-for-beginners-q/,False,Free,9483,183,22,Beginner Level,2 hours,2016-01-14T02:46:59Z,Business Finance
297762,Build a Trading Comps Valuation Model,https://www.udemy.com/build-a-trading-comps-valuation-model/,True,50,1032,60,55,All Levels,7 hours,2014-10-01T18:49:52Z,Business Finance
614472,The Advanced Forex Course for Smart Traders,https://www.udemy.com/advanced-forex-course/,False,Free,8236,144,25,All Levels,5 hours,2015-10-09T16:46:49Z,Business Finance
463834,Cost Accounting Overheads (Professional Course Level),https://www.udemy.com/overheads-in-cost-accounting/,True,20,2383,6,19,All Levels,2.5 hours,2015-03-31T21:55:21Z,Business Finance
934614,Beginners Guide to Stock Market Investing,https://www.udemy.com/beginners-guide-to-stock-market-investing/,False,Free,3283,109,42,Beginner Level,2.5 hours,2016-09-15T18:30:57Z,Business Finance
430968,Financial Management Capital Market Instruments,https://www.udemy.com/capital-market-instruments/,True,25,2650,5,17,Beginner Level,1 hour,2015-02-24T14:30:21Z,Business Finance
305368,NPV and IRR Techniques for CA / CFA / CPA Exams,https://www.udemy.com/business-investment-decisions/,True,20,1551,5,55,Beginner Level,7.5 hours,2014-09-22T14:30:17Z,Business Finance
179446,Commercial Credit Analysis,https://www.udemy.com/commercial-credit-analysis/,True,50,545,48,42,All Levels,7.5 hours,2014-03-12T12:26:44Z,Business Finance
443502,Essential Finance For Managers,https://www.udemy.com/finance-for-managers/,True,25,663,10,79,All Levels,5.5 hours,2015-04-16T20:10:00Z,Business Finance
414246,Bitcoin for Accountants,https://www.udemy.com/bitcoin-for-accountants/,False,Free,3519,102,6,Beginner Level,1 hour,2015-02-06T03:15:22Z,Business Finance
571506,ProTrader -  Advanced Technical Analysis,https://www.udemy.com/protrader-advanced-technical-analysis/,True,125,825,11,34,All Levels,2 hours,2016-08-22T23:31:48Z,Business Finance
1101382,Binary Options Masterclass,https://www.udemy.com/binary-options-masterclass/,True,200,70,11,16,All Levels,2 hours,2017-02-13T16:37:57Z,Business Finance
638966,188% Profit in 1Year - Forex ALGO Robot Trading no indicator,https://www.udemy.com/forex-robot-trading/,True,120,357,71,20,All Levels,2 hours,2016-05-03T19:04:41Z,Business Finance
757508,"Financial Accounting, its Cycle, Statements & Analysis",https://www.udemy.com/financial-accounting-in-360-minutes/,True,20,853,4,35,Beginner Level,5 hours,2016-03-08T16:40:40Z,Business Finance
1271684,Test your Knowledge in Banking Credit Analysis Process,https://www.udemy.com/banking-credit-analysis-process/,True,30,17,0,0,All Levels,24 questions,2017-06-30T10:45:11Z,Business Finance
180384,Yield Curve Dynamics,https://www.udemy.com/yield-curve-dynamics/,True,50,397,24,19,All Levels,3 hours,2014-03-12T14:54:48Z,Business Finance
812798,Value Investing and Stock Market Fundamentals,https://www.udemy.com/value-investing-and-stock-market-fundamentals/,True,195,74,8,17,Beginner Level,3 hours,2016-04-07T18:10:31Z,Business Finance
364206,Media Training for Financial Service Professionals,https://www.udemy.com/media-training-for-financial-service-professionals/,True,20,1254,2,64,All Levels,7 hours,2014-12-11T21:14:18Z,Business Finance
742142,Learn the Forex Naked Price Action Pogo Trade,https://www.udemy.com/learn-the-forex-naked-price-action-pogo-trade/,True,60,89,4,10,Intermediate Level,1 hour,2016-02-10T16:52:50Z,Business Finance
895030,Forex - Price action Reversal Strategy,https://www.udemy.com/forex-price-action-reversal-strategy/,True,20,38,6,16,All Levels,1 hour,2016-07-04T21:31:45Z,Business Finance
516168,Budget preparation for an EU project proposal,https://www.udemy.com/budget-preparation-for-an-eu-project-proposal/,True,50,18,4,5,Intermediate Level,1 hour,2015-06-01T23:05:51Z,Business Finance
612528,Corporate Finance and Alternative Investment for CFA L1,https://www.udemy.com/corporate-finance-and-alternative-investment-for-cfa-l1/,True,20,103,3,27,All Levels,4.5 hours,2015-09-17T18:09:49Z,Business Finance
597084,Don't Let Your Customers Run Your Business,https://www.udemy.com/dont-let-your-customers-run-your-business/,True,50,7,3,28,Intermediate Level,2.5 hours,2015-10-26T20:20:43Z,Business Finance
544556,Stock Trading: Insider Tips For Determining Market Direction,https://www.udemy.com/stock-trading-stock-market-direction/,True,95,104,1,11,All Levels,1 hour,2015-07-07T23:04:36Z,Business Finance
953490,TopTrader Academy - Complete Options Course,https://www.udemy.com/toptraderacademy-complete-options-course/,True,150,42,1,11,All Levels,3 hours,2016-09-13T22:09:05Z,Business Finance
221872,Working Capital Management for Entrepreneurs,https://www.udemy.com/working-capital-management-of-tata-motors-limited/,True,20,507,5,15,Expert Level,1 hour,2014-11-19T10:36:51Z,Business Finance
662318,Learn Quickbooks to maintain books properly,https://www.udemy.com/learn-quickbooks-to-maintain-books-properly/,True,20,241,5,26,Beginner Level,2.5 hours,2015-11-09T20:36:53Z,Business Finance
73044,CFA Level I Foundation: Introduction to Financial Reporting,https://www.udemy.com/cfa-foundation-financial-reporting/,True,50,226,5,13,Beginner Level,5.5 hours,2013-08-05T16:02:55Z,Business Finance
714188,"Fixed Income Valuation and Analysis, CFA L2",https://www.udemy.com/fixed-income-simplified-for-cfa-l2/,True,20,50,6,12,All Levels,3 hours,2016-01-04T21:01:48Z,Business Finance
548044,Corporation Tax Returns UK,https://www.udemy.com/corporation-tax-returns-uk/,True,50,100,23,25,All Levels,2 hours,2015-07-23T19:21:21Z,Business Finance
498360,Trading For Busy People,https://www.udemy.com/trading-for-busy-people/,True,50,99,12,26,All Levels,3 hours,2015-07-06T22:22:25Z,Business Finance
425338,Basics of Trading,https://www.udemy.com/basicsoftrading/,True,40,99,17,27,Beginner Level,1 hour,2015-04-06T20:00:01Z,Business Finance
164102,CFP - Introduction to Financial Planning,https://www.udemy.com/apnacoursecfp/,True,30,1192,12,38,Beginner Level,12 hours,2014-02-21T06:40:28Z,Business Finance
902888,Investment Portfolio Analysis with Python,https://www.udemy.com/investment-portfolio-analysis-with-python/,True,50,209,13,37,All Levels,7 hours,2016-07-13T21:40:32Z,Business Finance
245822,Day Trading Market Structure Signals,https://www.udemy.com/free-day-trading-course/,False,Free,5529,90,5,All Levels,2 hours,2014-06-18T16:42:27Z,Business Finance
729128,Professional Bookkeeping and Accounting 3: Double Entry ,https://www.udemy.com/professional-bookkeeping-and-accounting-3-double-entry/,True,35,81,8,33,All Levels,1 hour,2016-01-21T18:30:28Z,Business Finance
773650,"Accounting Basics by Hector Garcia, CPA",https://www.udemy.com/accounting-explained-under-1-hour-by-hector-garcia-cpa/,False,Free,1924,120,5,Beginner Level,1 hour,2016-02-25T16:53:12Z,Business Finance
466632,Stock Markets: How I Became Rich By Changing How I Trade,https://www.udemy.com/become-wealthy-trading-in-the-stock-market/,True,20,646,6,17,All Levels,1 hour,2015-09-13T18:57:32Z,Business Finance
466774,Learn About Bitcoin and Bitcoin Mining,https://www.udemy.com/learn-about-bitcoin-and-bitcoin-mining/,True,20,520,10,9,Beginner Level,32 mins,2015-05-01T23:05:13Z,Business Finance
442114,Take Control By Learning The Stock Market Now,https://www.udemy.com/stock-market-crash-course/,True,30,1440,0,21,Beginner Level,1 hour,2015-03-10T01:15:35Z,Business Finance
781954,Cost Accounting and Financial Management - A Complete Study,https://www.udemy.com/cost-accounting-and-financial-management-a-complete-study/,True,150,452,14,444,All Levels,45 hours,2016-03-04T17:04:28Z,Business Finance
902150,Learn Global Macro Trading & Investing for Retail Investor,https://www.udemy.com/gms-soros/,True,75,178,16,27,All Levels,1.5 hours,2016-07-15T18:23:38Z,Business Finance
1169188,Energiespar-Formel // Mehr Geld durch Wasser sparen Zuhause,https://www.udemy.com/energiespar-formel-mehr-geld-durch-wasser-sparen-zuhause/,True,50,21,2,54,All Levels,1.5 hours,2017-04-14T21:55:50Z,Business Finance
1201912,high swing - كورس لتعليم جميع مراحل احتراف تداول الفوركس,https://www.udemy.com/wiqvfsmc/,True,100,12,4,17,Intermediate Level,2.5 hours,2017-05-17T16:04:00Z,Business Finance
167316,TRADER BOT: Introdução à Linguagem MQL5,https://www.udemy.com/intro-mql5/,True,20,209,33,33,All Levels,70 hours,2014-03-07T15:13:45Z,Business Finance
1028656,财务分析与估值建模入门,https://www.udemy.com/zprzqgfl/,False,Free,505,43,10,Beginner Level,1.5 hours,2016-12-03T14:55:06Z,Business Finance
